MoleculeId,PredictedProbability
1895,0.4862
1896,0.7883
1897,0.9161
1898,0.5825
1899,0.8359
1900,0.2761
1901,0.8339
1902,0.9019
1903,0.5686
1904,0.029
1905,0.3096
1906,0.141
1907,0.5668
1908,0.1737
1909,0.8734
1910,0.2665
1911,0.2731
1912,0.8221
1913,0.0951
1914,0.8558
1915,0.7338
1916,0.339
1917,0.2679
1918,0.3451
1919,0.5762
1920,0.4939
1921,0.9187
1922,0.5239
1923,0.1863
1924,0.3571
1925,0.8926
1926,0.3785
1927,0.3614
1928,0.7491
1929,0.8244
1930,0.135
1931,0.2327
1932,0.2255
1933,0.2846
1934,0.9448
1935,0.0563
1936,0.205
1937,0.2919
1938,0.961
1939,0.5698
1940,0.6158
1941,0.9218
1942,0.9671
1943,0.7119
1944,0.3019
1945,0.2564
1946,0.3655
1947,0.5058
1948,0.6298
1949,0.248
1950,0.373
1951,0.8474
1952,0.2015
1953,0.9872
1954,0.3794
1955,0.7631
1956,0.3639
1957,0.2678
1958,0.1653
1959,0.7056
1960,0.4456
1961,0.19
1962,0.2377
1963,0.3391
1964,0.5988
1965,0.4405
1966,0.4104
1967,0.7912
1968,0.353
1969,0.7358
1970,0.3686
1971,0.599
1972,0.8108
1973,0.8929
1974,0.6026
1975,0.796
1976,0.7887
1977,0.236
1978,0.806
1979,0.056
1980,0.7684
1981,0.8709
1982,0.2095
1983,0.4647
1984,0.268
1985,0.3247
1986,0.9834
1987,0.3738
1988,0.5388
1989,0.9878
1990,0.6887
1991,0.3868
1992,0.7808
1993,0.7034
1994,0.2355
1995,0.3612
1996,0.875
1997,0.9189
1998,0.9556
1999,0.4365
2000,0.4615
2001,0.4267
2002,0.9947
2003,0.4276
2004,0.875
2005,0.7027
2006,0.3635
2007,0.092
2008,0.9667
2009,0.1401
2010,0.2823
2011,0.3622
2012,0.7152
2013,0.6407
2014,0.6346
2015,0.8925
2016,0.8853
2017,0.3147
2018,0.4347
2019,0.7686
2020,0.7615
2021,0.2731
2022,0.8067
2023,0.6991
2024,0.4586
2025,0.4203
2026,0.2719
2027,0.1488
2028,0.373
2029,0.2256
2030,0.7909
2031,0.4008
2032,0.8366
2033,0.4302
2034,0.2493
2035,0.6658
2036,0.8402
2037,0.1757
2038,0.4131
2039,0.637
2040,0.6156
2041,0.4191
2042,0.4875
2043,0.4596
2044,0.2573
2045,0.394
2046,0.4725
2047,0.9454
2048,0.9433
2049,0.304
2050,0.1853
2051,0.3854
2052,0.8828
2053,0.692
2054,0.4265
2055,0.7006
2056,0.581
2057,0.8454
2058,0.6753
2059,0.3205
2060,0.4092
2061,0.5321
2062,0.9535
2063,0.6325
2064,0.0652
2065,0.2426
2066,0.4337
2067,0.5825
2068,0.5948
2069,0.6241
2070,0.9168
2071,0.1928
2072,0.3101
2073,0.6218
2074,0.9956
2075,0.2133
2076,0.8809
2077,0.2922
2078,0.8338
2079,0.9547
2080,0.7731
2081,0.9759
2082,0.4371
2083,0.4529
2084,0.9489
2085,0.3466
2086,0.2639
2087,0.2302
2088,0.395
2089,0.5174
2090,0.2088
2091,0.3659
2092,0.7206
2093,0.3451
2094,0.7056
2095,0.4337
2096,0.4942
2097,0.9119
2098,0.8678
2099,0.8717
2100,0.8647
2101,0.3713
2102,0.2096
2103,0.5616
2104,0.5352
2105,0.7927
2106,0.244
2107,0.6034
2108,0.8767
2109,0.7081
2110,0.4778
2111,0.5535
2112,0.2722
2113,0.7905
2114,0.4427
2115,0.2962
2116,0.3021
2117,0.7404
2118,0.2273
2119,0.335
2120,0.8719
2121,0.9033
2122,0.8355
2123,0.5119
2124,0.2486
2125,0.8552
2126,0.1753
2127,0.888
2128,0.508
2129,0.9706
2130,0.1896
2131,0.7158
2132,0.2698
2133,0.3543
2134,0.7162
2135,0.6157
2136,0.2249
2137,0.7052
2138,0.8883
2139,0.7427
2140,0.1966
2141,0.2558
2142,0.4306
2143,0.3522
2144,0.2488
2145,0.4569
2146,0.9279
2147,0.8848
2148,0.5945
2149,0.2733
2150,0.5008
2151,0.3118
2152,0.2712
2153,0.2978
2154,0.7132
2155,0.7199
2156,0.0429
2157,0.2515
2158,0.5345
2159,0.715
2160,0.9654
2161,0.879
2162,0.8675
2163,0.7474
2164,0.8644
2165,0.6936
2166,0.6218
2167,0.8659
2168,0.1978
2169,0.0851
2170,0.7325
2171,0.5586
2172,0.8236
2173,0.2176
2174,0.0376
2175,0.03
2176,0.771
2177,0.3093
2178,0.3891
2179,0.5706
2180,0.8246
2181,0.7232
2182,0.3329
2183,0.5366
2184,0.2542
2185,0.2874
2186,0.1625
2187,0.1293
2188,0.9831
2189,0.1655
2190,0.397
2191,0.2872
2192,0.434
2193,0.7948
2194,0.3136
2195,0.1841
2196,0.4101
2197,0.3508
2198,0.2859
2199,0.8180657142857143
2200,0.8075
2201,0.8067
2202,0.8745
2203,0.2585
2204,0.5479
2205,0.1719
2206,0.3648
2207,0.6497
2208,0.9583
2209,0.2532
2210,0.2122
2211,0.7806
2212,0.5536
2213,0.8403
2214,0.6974
2215,0.9289
2216,0.4481
2217,0.8115
2218,0.3891
2219,0.7863
2220,0.9623
2221,0.2468
2222,0.7786
2223,0.9604
2224,0.1888
2225,0.1875
2226,0.56
2227,0.6065
2228,0.4816
2229,0.0723
2230,0.7217
2231,0.6121
2232,0.0362
2233,0.9617
2234,0.1364
2235,0.0399
2236,0.0537
2237,0.1465
2238,0.4869
2239,0.9441
2240,0.3817
2241,0.9674
2242,0.9229
2243,0.5282
2244,0.9849
2245,0.8622
2246,0.407
2247,0.4248
2248,0.59
2249,0.6567
2250,0.5882
2251,0.2423
2252,0.0676
2253,0.3335
2254,0.7435
2255,0.6768
2256,0.4863
2257,0.121
2258,0.6099
2259,0.6826
2260,0.6812
2261,0.9173
2262,0.1376
2263,0.2269
2264,0.4427
2265,0.8853
2266,0.9628
2267,0.4822
2268,0.4213
2269,0.1098
2270,0.389
2271,0.9251
2272,0.4316
2273,0.4839
2274,0.4945
2275,0.6026
2276,0.8473
2277,0.1756
2278,0.6131
2279,0.3329
2280,0.1315
2281,0.3043
2282,0.3022
2283,0.2137
2284,0.4523
2285,0.3457
2286,0.5683
2287,0.264
2288,0.9198
2289,0.8515
2290,0.7749
2291,0.9206
2292,0.3477
2293,0.9764
2294,0.8403
2295,0.6805
2296,0.1561
2297,0.4825
2298,0.621
2299,0.4785
2300,0.9753
2301,0.202
2302,0.882
2303,0.6693
2304,0.7583
2305,0.5594
2306,0.5752
2307,0.6815
2308,0.1889
2309,0.8922
2310,0.8522
2311,0.332
2312,0.7113
2313,0.9393
2314,0.9695
2315,0.2747
2316,0.7438
2317,0.0169
2318,0.4272
2319,0.8679
2320,0.4679
2321,0.8316
2322,0.7365
2323,0.2351
2324,0.9818
2325,0.1289
2326,0.5255
2327,0.817
2328,0.8314
2329,0.2593
2330,0.482
2331,0.4562
2332,0.1521
2333,0.8289
2334,0.3717
2335,0.5311
2336,0.981
2337,0.2953
2338,0.8106
2339,0.2662
2340,0.9061
2341,0.8941
2342,0.9394
2343,0.9789
2344,0.5474
2345,0.841
2346,0.5857
2347,0.5827
2348,0.3772
2349,0.3253
2350,0.0709
2351,0.7779
2352,0.4046
2353,0.3383
2354,0.3057
2355,0.2085
2356,0.2836
2357,0.8193
2358,0.4199
2359,0.9535
2360,0.6576
2361,0.804
2362,0.2995
2363,0.7786
2364,0.1851
2365,0.4317
2366,0.8871
2367,0.6872
2368,0.4851
2369,0.9448
2370,0.907
2371,0.5663
2372,0.7252
2373,0.2228
2374,0.3199
2375,0.3172
2376,0.8999
2377,0.1371
2378,0.1718
2379,0.0493
2380,0.8717799999999999
2381,0.0588
2382,0.3308
2383,0.7955
2384,0.3204
2385,0.2697
2386,0.6487
2387,0.7546
2388,0.3754
2389,0.8723
2390,0.6772
2391,0.8744
2392,0.2634
2393,0.9803
2394,0.953
2395,0.2622
2396,0.7856
2397,0.0228
2398,0.06
2399,0.8025
2400,0.7773
2401,0.5365
2402,0.5609
2403,0.4868
2404,0.7389
2405,0.7613
2406,0.8836
2407,0.5146
2408,0.9448
2409,0.9018
2410,0.5778
2411,0.9649
2412,0.4173
2413,0.7897
2414,0.1815
2415,0.2416
2416,0.6105
2417,0.6659
2418,0.6502
2419,0.0995
2420,0.2654
2421,0.1247
2422,0.4674
2423,0.3993
2424,0.8932
2425,0.4462
2426,0.6437
2427,0.1103
2428,0.8318
2429,0.8562
2430,0.9805
2431,0.5811
2432,0.3215
2433,0.4501
2434,0.468
2435,0.2907
2436,0.7684
2437,0.0945
2438,0.2304
2439,0.848
2440,0.9004
2441,0.9228
2442,0.1115
2443,0.0446
2444,0.6482
2445,0.7751
2446,0.5683
2447,0.8559
2448,0.2236
2449,0.4152
2450,0.1888
2451,0.3461
2452,0.3214
2453,0.1121
2454,0.7843
2455,0.0685
2456,0.1879
2457,0.6487
2458,0.422
2459,0.2973
2460,0.931
2461,0.6201
2462,0.8846
2463,0.9666
2464,0.8283
2465,0.4994
2466,0.9383
2467,0.6701
2468,0.2814
2469,0.7558
2470,0.2646
2471,0.9809
2472,0.4212
2473,0.5613
2474,0.4142
2475,0.3044
2476,0.8568
2477,0.1124
2478,0.2039
2479,0.7774
2480,0.8186
2481,0.136
2482,0.7935
2483,0.152
2484,0.3996
2485,0.4532
2486,0.9074
2487,0.1718
2488,0.5245
2489,0.7797
2490,0.3208
2491,0.6969
2492,0.9319
2493,0.9559
2494,0.4373
2495,0.6605
2496,0.3324
2497,0.3378
2498,0.1559
2499,0.93876
2500,0.6367
2501,0.2873
